2026/08/05 23:33:36 NOTICE: cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/origens/tencent/A_GRANDE_REFORMA_DO_CAFEZINHO.md: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/agent_data/monitoramento_humano: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/agent_data/qualidade_redacao: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: outros_legacy_minusculo_20260717/2026-05-02_diretorios_antigos/PCA_Redundancia/.env: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/origens/alibaba/cerebro_trindade/venv/lib64: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/origens/alibaba/cerebro_trindade/venv/bin/python: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/origens/alibaba/cerebro_trindade/venv/bin/python3.12: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/origens/alibaba/cerebro_trindade/venv/bin/python3: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/backup_root/.wwebjs_auth/session-mayra-session/SingletonCookie: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/backup_root/.wwebjs_auth/session-mayra-session/SingletonLock: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/backup_root/.wwebjs_auth/session-mayra-session/SingletonSocket: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/root/.wwebjs_auth/session-mayra-session/SingletonCookie: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/root/.wwebjs_auth/session-mayra-session/SingletonLock: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/root/.wwebjs_auth/session-mayra-session/SingletonSocket: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:39 INFO  : INDEX.md: Copied (new)
2026/08/06 03:51:46 INFO  : cafezinho_Legacy20260610_20260717/Backups/cingapura_root_sync_agente_roteador_llm.py.pre_restore_remote-20260507_1345_codex_contencao_assemblyai_local: Copied (new)
2026/08/06 03:51:46 INFO  : cafezinho_Legacy20260610_20260717/Backups/cingapura_root_sync_coletor_china.py.bak_pre_20260507_1335_codex_jina: Copied (new)
2026/08/06 03:51:46 INFO  : cafezinho_Legacy20260610_20260717/Backups/cingapura_root_sync_agente_roteador_llm.py.bak_pre_remove_ag_prompt_20260506_115245: Copied (new)
2026/08/06 03:51:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/cingapura_root_sync_gerador_imagem_editorial.py.bak_pre_align_tencent_ag_incident_20260506_115632: Copied (new)
2026/08/06 03:51:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/cingapura_root_sync_coletor_china.py.bak_pre_20260507_1443_codex_a4_limpador_chines: Copied (new)
2026/08/06 03:51:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/cingapura_root_sync_gerador_fios_x.py.bak_pre_social_router_20260507_130215: Copied (new)
2026/08/06 03:51:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/cingapura_root_sync_gerador_imagem_editorial.py.bak_pre_remove_ag_prompt_20260506_115245: Copied (new)
2026/08/06 03:51:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/cingapura_root_sync_coletor_china.py.bak_pre_20260507_140652_codex_b5_feeds: Copied (new)
2026/08/06 03:51:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/cingapura_root_sync_coletor_china.py.bak_pre_20260507_1651_codex_a5_refino_regex_recency: Copied (new)
2026/08/06 03:51:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/cingapura_root_sync_gerador_meta_textos.py.bak_pre_social_router_20260507_130215: Copied (new)
2026/08/06 03:51:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/cingapura_root_sync_util_llm_china.py.bak_pre_20260507_1443_codex_a4_limpador_chines: Copied (new)
2026/08/06 03:51:49 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador.sh.bak_pre_telegram_inbox_$(date +%Y%m%d_%H%M%S): Copied (new)
2026/08/06 03:51:49 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_canal_trindade_refs_20260506_142049: Copied (new)
2026/08/06 03:51:49 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_despertar_cerebro_20260505_0531: Copied (new)
2026/08/06 03:51:49 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_foco_governanca_financeira_$(date +%Y%m%d_%H%M%S): Copied (new)
2026/08/06 03:51:49 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_loop_10min_claude_$(date +%Y%m%d_%H%M%S): Copied (new)
2026/08/06 03:51:49 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_consenso_3agentes_20260505_224858: Copied (new)
2026/08/06 03:51:49 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_loop_15_45_20260505_224818: Copied (new)
2026/08/06 03:51:50 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador.sh.bak_pre_node_path_20260505_052328: Copied (new)
2026/08/06 03:51:50 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_loop_30min_$(date +%Y%m%d_%H%M%S): Copied (new)
2026/08/06 03:51:51 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_loop_2h_consenso_china_20260507_1618: Copied (new)
2026/08/06 03:51:51 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_loop_code_coord_$(date +%Y%m%d_%H%M%S): Copied (new)
2026/08/06 03:51:51 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_loop_30min_monitor_autocura_20260507_170657: Copied (new)
2026/08/06 03:51:51 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_mvp0_autorizacao_$(date +%Y%m%d_%H%M%S): Copied (new)
2026/08/06 03:51:51 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_loop_trindade_20260507_0105: Copied (new)
2026/08/06 03:51:51 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_paths_20260505_052450: Copied (new)
2026/08/06 03:51:52 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_regra_cadencia_loop_trindade_20260506_081509: Copied (new)
2026/08/06 03:51:52 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_relogio_despertar_20260506_081658: Copied (new)
2026/08/06 03:51:53 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_religa_trindade_china_20260507_120507: Copied (new)
2026/08/06 03:51:53 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_riocarta_scope_20260515_180216_codex: Copied (new)
2026/08/06 03:51:53 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_sec21_covigilancia_20260506_120545: Copied (new)
2026/08/06 03:51:53 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_youtube_zizilinda_focus_20260506_022209: Copied (new)
2026/08/06 03:51:53 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_trindade_10min_20260506_011126: Copied (new)
2026/08/06 03:51:53 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_24h_20260514_0049_codex: Copied (new)
2026/08/06 03:51:53 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_prompt.md.bak_pre_zizilinda_loop_20260505_0750: Copied (new)
2026/08/06 03:51:54 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_2h_20260505_224858: Copied (new)
2026/08/06 03:51:54 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_align_janela6_20260506_215614: Copied (new)
2026/08/06 03:51:54 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_align_janela7_20260506_225602: Copied (new)
2026/08/06 03:51:54 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_align_janela5_20260506_2049: Copied (new)
2026/08/06 03:51:55 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_autostop_fix_20260514_0012_codex: Copied (new)
2026/08/06 03:51:55 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_loop_10min_renew_20260509_113636_codex: Copied (new)
2026/08/06 03:51:55 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_loop_10min_renew_20260509_131513_codex: Copied (new)
2026/08/06 03:51:55 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_loop_2h_consenso_china_20260507_1618: Copied (new)
2026/08/06 03:51:56 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_loop_trindade_renova_20260506_142120: Copied (new)
2026/08/06 03:51:56 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_religa_loop_trindade_20260506_155835: Copied (new)
2026/08/06 03:51:56 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_renew_1154_20260509_103625_codex: Copied (new)
2026/08/06 03:51:56 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_renew_loop_2h_20260507_164541: Copied (new)
2026/08/06 03:51:56 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_riocarta_loop_24h_20260515_180216_codex: Copied (new)
2026/08/06 03:51:57 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_renova_full_sprint_20260509_170556_codex: Copied (new)
2026/08/06 03:51:57 INFO  : cafezinho_Legacy20260610_20260717/Backups/codex_tick_implementador_stop_epoch.bak_pre_stop_codex_loop_expired_20260509_190610_codex: Copied (new)
2026/08/06 03:51:57 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletar_custos_internos.py.bak_pre_mvp0_20260506_190805: Copied (new)
2026/08/06 03:51:58 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletar_custos_internos.py.bak_pre_mvp1_governanca_20260506_204618: Copied (new)
2026/08/06 03:51:58 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.UNAUTHORIZED_round_robin_20260507_123739: Copied (new)
2026/08/06 03:51:58 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletar_custos_internos.py.bak_pre_provider_watchlist_20260507_010611: Copied (new)
2026/08/06 03:51:58 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.bak_pre_20260507_1335_codex_jina: Copied (new)
2026/08/06 03:51:58 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.bak_pre_20260507_1300_codex_brave_budget: Copied (new)
2026/08/06 03:51:58 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.bak_pre_20260507_140652_codex_b5_feeds: Copied (new)
2026/08/06 03:51:59 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.bak_pre_20260507_1443_codex_a4_limpador_chines: Copied (new)
2026/08/06 03:51:59 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.bak_pre_20260507_1651_codex_a5_refino_regex_recency: Copied (new)
2026/08/06 03:52:00 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.bak_pre_20260507_2010_codex_a7_redator_quote_guard: Copied (new)
2026/08/06 03:52:00 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.bak_pre_20260507_2012_codex_coletor_url_seen_guard: Copied (new)
2026/08/06 03:52:00 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.bak_pre_a5_20260507_164623: Copied (new)
2026/08/06 03:52:00 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.bak_pre_anti_codefence_20260508_115123: Copied (new)
2026/08/06 03:52:00 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.bak_pre_round_robin_20260507_123526: Copied (new)
2026/08/06 03:52:00 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_china.py.bak_pre_b7_b4_20260507_162621: Copied (new)
2026/08/06 03:52:00 INFO  : cafezinho_Legacy20260610_20260717/Backups/content.config.ts.mundo_trilhos.bak_pre_schema_v0_20260516_214652_claude: Copied (new)
2026/08/06 03:52:01 INFO  : cafezinho_Legacy20260610_20260717/Backups/coletor_eleicoes.py.bak_pre_escalada_ds_20260519: Copied (new)
2026/08/06 03:52:01 INFO  : cafezinho_Legacy20260610_20260717/Backups/contrato_zizilinda.py.bak_pre_requisitos_antigravity_20260506_022540: Copied (new)
2026/08/06 03:52:01 INFO  : cafezinho_Legacy20260610_20260717/Backups/contrato_zizilinda.py.bak_pre_claude_polish_20260506_013659: Copied (new)
2026/08/06 03:52:02 INFO  : cafezinho_Legacy20260610_20260717/Backups/cortador_youtube.py.bak_pre_cacador_cortador_fase0_20260510_103506_codex: Copied (new)
2026/08/06 03:52:27 INFO  : cafezinho_Legacy20260610_20260717/Backups/cortador_youtube.py.bak_pre_janela_constante_20260506_103830: Copied (new)
2026/08/06 03:52:29 INFO  : cafezinho_Legacy20260610_20260717/Backups/cortador_youtube.py.bak_pre_audit_tick_20260506_081536: Copied (new)
2026/08/06 03:52:29 INFO  : cafezinho_Legacy20260610_20260717/Backups/cortador_youtube.py.bak_pre_flexible_140s_20260510_1043_codex: Copied (new)
2026/08/06 03:52:29 INFO  : cafezinho_Legacy20260610_20260717/Backups/cortador_youtube.py.bak_pre_claude_hardening_20260506_024821: Copied (new)
2026/08/06 03:52:29 INFO  : cafezinho_Legacy20260610_20260717/Backups/cortador_youtube.py.bak_pre_auditoria_linha_claude_20260506_082540: Copied (new)
2026/08/06 03:52:29 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_align_codex_30min_20260512_164802.txt: Copied (new)
2026/08/06 03:52:29 INFO  : cafezinho_Legacy20260610_20260717/Backups/cortador_youtube.py.bak_pre_janela_validacao_20260506_105531: Copied (new)
2026/08/06 03:52:30 INFO  : cafezinho_Legacy20260610_20260717/Backups/cortador_youtube.py.bak_pre_polimentos_claude_20260506_083536: Copied (new)
2026/08/06 03:52:31 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_autostop_codex_20260506_153557.txt: Copied (new)
2026/08/06 03:52:31 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_ativa_loop10_codex_20260509_085403.txt: Copied (new)
2026/08/06 03:52:31 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_codex_30min_20260514_065931.txt: Copied (new)
2026/08/06 03:52:31 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_align_codex_10min_20260507_021711.txt: Copied (new)
2026/08/06 03:52:31 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_codex_autostop_20260507_184559.txt: Copied (new)
2026/08/06 03:52:31 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_autostop_fix_20260514_0012_codex.txt: Copied (new)
2026/08/06 03:52:31 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_codex_loop_15_45_20260505_224818.txt: Copied (new)
2026/08/06 03:52:32 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_codex_coord_code_20260512_161125.txt: Copied (new)
2026/08/06 03:52:32 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_codex_loop_30min_20260515_085459.txt: Copied (new)
2026/08/06 03:52:32 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_codex_loop_1h_20260515_023532.txt: Copied (new)
2026/08/06 03:52:33 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_codex_renew_1154_20260509_103625_codex.txt: Copied (new)
2026/08/06 03:52:33 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_desliga_loop_trindade_20260509_005406.txt: Copied (new)
2026/08/06 03:52:33 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_liga_loop_codex_20260509_154124.txt: Copied (new)
2026/08/06 03:52:33 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop10_20260509_2050_codex.txt: Copied (new)
2026/08/06 03:52:33 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop10_20260509_2137_codex.txt: Copied (new)
2026/08/06 03:52:34 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop10_codex_20260508_1736.txt: Copied (new)
2026/08/06 03:52:34 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop1h_20260509_2209_codex.txt: Copied (new)
2026/08/06 03:52:34 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop1h_codex_20260508_175051.txt: Copied (new)
2026/08/06 03:52:35 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop1h_codex_47_20260508_175525.txt: Copied (new)
2026/08/06 03:52:35 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop10_20260510_033135_codex.txt: Copied (new)
2026/08/06 03:52:35 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_codex_loop_40min_20260515_023925.txt: Copied (new)
2026/08/06 03:52:35 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop2min_20260509_1951_codex.txt: Copied (new)
2026/08/06 03:52:35 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop20_codex_20260508_1504.txt: Copied (new)
2026/08/06 03:52:36 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop30_trindade_codex_20260512_131712.txt: Copied (new)
2026/08/06 03:52:36 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop5_20260509_2051_codex.txt: Copied (new)
2026/08/06 03:52:36 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop30_site_claude_20260512_222419.txt: Copied (new)
2026/08/06 03:52:36 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_10min_renew_20260509_113636_codex.txt: Copied (new)
2026/08/06 03:52:37 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_10min_renew_20260509_131513_codex.txt: Copied (new)
2026/08/06 03:52:37 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_30min_20260514_195656_codex.txt: Copied (new)
2026/08/06 03:52:37 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_30min_monitor_autocura_20260507_170657.txt: Copied (new)
2026/08/06 03:52:38 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_30min_codex_20260514_000946.txt: Copied (new)
2026/08/06 03:52:38 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_codex_2h_20260507_1618.txt: Copied (new)
2026/08/06 03:52:38 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_kimi_deepseek_2h_20260510_1104_codex.txt: Copied (new)
2026/08/06 03:52:38 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_trindade_20260506_081336.txt: Copied (new)
2026/08/06 03:52:38 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_trindade_20260510_134246_codex.txt: Copied (new)
2026/08/06 03:52:38 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_trindade_20260519_141957_codex.txt: Copied (new)
2026/08/06 03:52:38 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_trindade_30min_20260513_122845.txt: Copied (new)
2026/08/06 03:52:38 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_loop_trindade_renova_20260506_142120.txt: Copied (new)
2026/08/06 03:52:39 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_pause_local_riocarta_20260515_190407_codex.txt: Copied (new)
2026/08/06 03:52:39 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_pausa_cortador_youtube_20260506_024741.txt: Copied (new)
2026/08/06 03:52:40 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_poll_vigia_cafezinho_10min_20260513_161355.txt: Copied (new)
2026/08/06 03:52:40 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_religa_trindade_10min_20260506_011126.txt: Copied (new)
2026/08/06 03:52:40 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_religa_loop_trindade_20260506_155835.txt: Copied (new)
2026/08/06 03:52:40 INFO  :   579.123 MiB / 4.041 GiB, 14%, 56.571 KiB/s, ETA 17h53m29s (xfr#997/11013)
2026/08/06 03:52:40 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_religa_trindade_china_20260507_120507.txt: Copied (new)
2026/08/06 03:52:40 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_remove_local_youtube_lembrete_20260514_230546_codex.txt: Copied (new)
2026/08/06 03:52:41 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_religa_youtube_zizilinda_loop_20260506_022201.txt: Copied (new)
2026/08/06 03:52:41 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_renew_loop_2h_20260507_164541.txt: Copied (new)
2026/08/06 03:52:41 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_renova_loop_trindade_20260506_133713.txt: Copied (new)
2026/08/06 03:52:41 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_renova_loop_trindade_20260506_103054.txt: Copied (new)
2026/08/06 03:52:42 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_riocarta_10h_variado_20260513_003255.txt: Copied (new)
2026/08/06 03:52:42 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_riocarta_cafezinho_2h_stagger_20260513_001720.txt: Copied (new)
2026/08/06 03:52:42 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_riocarta_20h_coleta_20260513_002822.txt: Copied (new)
2026/08/06 03:52:42 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_riocarta_contencao_investigacao_20260513_094524.txt: Copied (new)
2026/08/06 03:52:43 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_riocarta_cafezinho_2h_stagger_20260513_001710.txt: Copied (new)
2026/08/06 03:52:43 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_riocarta_religa_20260513_1025.txt: Copied (new)
2026/08/06 03:52:43 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_sem_loop_20260512_222246.txt: Copied (new)
2026/08/06 03:52:43 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_stop_codex_loop_20260506_014534.txt: Copied (new)
2026/08/06 03:52:44 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_stop_codex_loop_20260506_010146.txt: Copied (new)
2026/08/06 03:52:44 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_stop_codex_loop_expired_20260509_190605_codex.txt: Copied (new)
2026/08/06 03:52:44 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_stop_loop_20260510_140427_codex.txt: Copied (new)
2026/08/06 03:52:44 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_stop_kimi_loop_20260510_102734_codex.txt: Copied (new)
2026/08/06 03:52:44 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_stop_loop_20260510_140434_codex.txt: Copied (new)
2026/08/06 03:52:45 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_suspend_codex_loop_20260509_221616.txt: Copied (new)
2026/08/06 03:52:45 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_urgencia_antigravity_20260506_115146.txt: Copied (new)
2026/08/06 03:52:46 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_stop_loop_sono_20260506_024749.txt: Copied (new)
2026/08/06 03:52:46 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_youtube_amanha_10h_20260514_230516_codex.txt: Copied (new)
2026/08/06 03:52:46 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_stop_loop_zizilinda_20260505_0753.txt: Copied (new)
2026/08/06 03:52:46 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab.bak_pre_zizilinda_loop_20260505_0750.txt: Copied (new)
2026/08/06 03:52:46 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab_backup_pre_qualidade_20260525_2335.txt: Copied (new)
2026/08/06 03:52:46 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab_backup_pre_reforma_volume_20260604_165750_codex.txt: Copied (new)
2026/08/06 03:52:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab_local_pre_20260514_1514_codex_loop15.txt: Copied (new)
2026/08/06 03:52:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab_local_pre_bom_dia_2x_20260527_135039.txt: Copied (new)
2026/08/06 03:52:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab_local_pre_codex_10min_20260514_0415.txt: Copied (new)
2026/08/06 03:52:47 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab_local_pre_loop_trindade_10min_20260517_1437.txt: Copied (new)
2026/08/06 03:52:48 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab_local_pre_codex_10min_20260514_0416.txt: Copied (new)
2026/08/06 03:52:48 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab_local_pre_loop_trindade_30min_20260517_143859.txt: Copied (new)
2026/08/06 03:52:48 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab_local_pre_pausa_twitter_20260519.txt: Copied (new)
2026/08/06 03:52:48 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab_local_pre_pause_satelites_discover_mundo_rail_20260519_005720.txt: Copied (new)
2026/08/06 03:52:49 INFO  : cafezinho_Legacy20260610_20260717/Backups/crontab_local_pre_reativa_loop30_codex_20260518_105622.txt: Copied (new)
